filename,dish_id,background,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces,food_containers,dining_tools,other_food
dish_1556572657_rgb.png,dish,106700,0,0,0,0,7341,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,148922,1,0
dish_1556573514_rgb.png,dish,87558,14947,0,0,0,0,0,0,118,0,0,0,90,0,0,14,0,62,0,0,0,0,95,160283,2,0
dish_1556575014_rgb.png,dish,137282,0,0,0,0,10752,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,115128,0,0
dish_1556575083_rgb.png,dish,162963,0,9653,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,90548,0,0
dish_1556575124_rgb.png,dish,152226,0,0,0,527,562,0,0,0,0,2,0,0,0,0,0,0,3869,0,0,0,0,0,105983,0,0
dish_1556575273_rgb.png,dish,140764,1763,15799,2,78,18,212,4,0,0,0,0,23,0,0,0,0,329,0,0,0,0,0,104177,0,0
dish_1556575327_rgb.png,dish,128730,27,12932,0,160,3353,4798,0,0,0,93,0,849,0,0,0,0,936,0,0,0,0,0,111291,0,0
dish_1556575386_rgb.png,dish,110922,0,23915,0,341,517,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,127467,0,0
dish_1556575446_rgb.png,dish,141379,113,11961,0,76,10409,0,0,0,0,239,0,572,0,0,0,0,1887,0,0,0,0,0,96533,0,0
dish_1556575499_rgb.png,dish,124388,0,16548,0,0,5423,0,270,31,0,321,0,346,0,0,0,0,36,0,0,0,0,88,115718,0,0
dish_1556575558_rgb.png,dish,106826,0,37989,0,315,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117817,0,0
dish_1556575700_rgb.png,dish,38635,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,223300,0,0
dish_1557853154_rgb.png,dish,234709,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,2249,196,0,0,25944,0,0
dish_1557853229_rgb.png,dish,226509,0,0,0,0,0,0,0,0,0,0,0,2057,0,0,0,0,134,0,3399,0,0,0,31070,0,0
dish_1557853314_rgb.png,dish,200853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12114,74,0,0,50128,0,0
dish_1557853429_rgb.png,dish,162206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,33751,0,0,0,67149,0,0
dish_1557861216_rgb.png,dish,224452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,38697,0,0
dish_1557861605_rgb.png,dish,222132,30,0,0,413,167,0,0,0,0,0,0,2313,0,0,0,0,1248,0,30,0,0,0,36836,0,0
dish_1557861697_rgb.png,dish,236833,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,71,0,0,26232,0,0
dish_1557861795_rgb.png,dish,251160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12009,0,0
dish_1557861837_rgb.png,dish,144598,6954,0,0,17,0,181,0,0,0,0,0,3759,0,0,0,0,4894,0,277,0,0,0,102489,0,0
dish_1557862345_rgb.png,dish,250521,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,11564,0,0
dish_1557862696_rgb.png,dish,263169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1557862738_rgb.png,dish,198203,0,0,0,0,0,0,0,0,0,0,0,4334,0,0,0,0,12,0,1337,5559,0,0,53724,0,0
dish_1557862783_rgb.png,dish,132362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817,0,1,1536,0,0,124453,0,0
dish_1557862829_rgb.png,dish,254049,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8482,0,0
dish_1557863012_rgb.png,dish,176751,0,0,0,7,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3679,0,0,82343,0,0
dish_1557863056_rgb.png,dish,228083,0,2,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0,0,0,32400,0,0
dish_1557863104_rgb.png,dish,239429,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,20028,0,0
dish_1557863170_rgb.png,dish,163529,246,10485,0,0,4333,0,0,0,0,0,0,6,0,0,0,0,10138,0,0,36,13,0,74383,0,0
dish_1557936555_rgb.png,dish,138056,0,419,0,0,0,0,0,0,0,0,0,618,0,0,0,0,204,0,3605,0,0,0,120267,0,0
dish_1557936599_rgb.png,dish,166103,0,5963,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,91053,0,0
dish_1557936645_rgb.png,dish,116139,0,0,0,0,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2553,0,0,142000,0,0
dish_1557937037_rgb.png,dish,156951,0,0,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1687,0,0,101296,0,0
dish_1557937079_rgb.png,dish,139837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,773,0,0,116253,0,0
dish_1557937157_rgb.png,dish,99076,0,1084,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4756,0,40168,345,0,0,117737,0,0
dish_1557937335_rgb.png,dish,199470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4226,253,0,0,59220,0,0
dish_1557937427_rgb.png,dish,158234,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,482,58,0,0,104376,0,0
dish_1557937574_rgb.png,dish,199876,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,61461,0,0
dish_1557937615_rgb.png,dish,213549,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0,44875,0,0
dish_1557937715_rgb.png,dish,194297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,67472,0,0
dish_1557937758_rgb.png,dish,114870,0,0,0,0,0,0,0,0,0,0,131,0,0,0,14,0,0,0,9443,159,0,0,138552,0,0
dish_1558026623_rgb.png,dish,197862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65307,0,0
dish_1558026684_rgb.png,dish,226639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36530,0,0
dish_1558026714_rgb.png,dish,152301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011,1401,0,0,99456,0,0
dish_1558026756_rgb.png,dish,113621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25614,0,0,0,123934,0,0
dish_1558027001_rgb.png,dish,166856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,5,0,0,95972,56,0
dish_1558027057_rgb.png,dish,162491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982,86,0,0,91610,0,0
dish_1558027164_rgb.png,dish,157949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15057,0,0,0,90163,0,0
dish_1558027243_rgb.png,dish,51138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27224,82,0,0,184725,0,0
dish_1558028007_rgb.png,dish,135972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5211,1458,0,0,120515,0,0
dish_1558028057_rgb.png,dish,104578,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,110,7504,0,0,150665,309,0
dish_1558028142_rgb.png,dish,164038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,2686,0,0,91669,220,0
dish_1558028194_rgb.png,dish,143034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,23217,0,0,0,96783,0,0
dish_1558028492_rgb.png,dish,163493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,99189,0,0
dish_1558028606_rgb.png,dish,82370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8801,0,0,171970,28,0
dish_1558028690_rgb.png,dish,169551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,93504,32,0
dish_1558028772_rgb.png,dish,125298,0,0,0,0,2609,0,0,0,0,3,0,0,0,0,0,0,339,0,8575,129,0,0,126216,0,0
dish_1558029148_rgb.png,dish,204581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58588,0,0
dish_1558029230_rgb.png,dish,145432,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8783,3472,0,0,105474,0,0
dish_1558029278_rgb.png,dish,144680,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,352,5024,0,0,112911,123,0
dish_1558029324_rgb.png,dish,119385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29303,0,0,0,114481,0,0
dish_1558029518_rgb.png,dish,144725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17110,15,0,0,101319,0,0
dish_1558029686_rgb.png,dish,151271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824,19,0,0,106055,0,0
dish_1558029842_rgb.png,dish,150661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930,0,0,0,102578,0,0
dish_1558029923_rgb.png,dish,115102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,24989,0,0,0,122140,0,0
dish_1558030182_rgb.png,dish,153029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759,11,0,0,105370,0,0
dish_1558030289_rgb.png,dish,209631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,53492,0,0
dish_1558030383_rgb.png,dish,158657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,130,0,0,104295,65,0
dish_1558030435_rgb.png,dish,92212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,13415,0,0,0,157292,0,0
dish_1558030724_rgb.png,dish,212052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51116,0,0
dish_1558030832_rgb.png,dish,147583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12805,629,0,0,102152,0,0
dish_1558030910_rgb.png,dish,169879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,0,0,89696,199,0
dish_1558030971_rgb.png,dish,184409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78760,0,0
dish_1558031019_rgb.png,dish,92903,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,24582,0,0,0,145312,0,0
dish_1558031133_rgb.png,dish,168170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,14065,3206,0,0,77705,0,0
dish_1558031237_rgb.png,dish,212189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,0,0,0,47699,0,0
dish_1558031302_rgb.png,dish,120379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,854,0,0,140978,0,0
dish_1558031351_rgb.png,dish,218333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,44770,0,0
dish_1558031394_rgb.png,dish,133174,0,0,0,0,112,0,0,0,0,0,0,0,0,0,410,0,21,0,28554,0,0,0,100898,0,0
dish_1558031526_rgb.png,dish,158527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13403,0,0,0,91239,0,0
dish_1558031566_rgb.png,dish,149434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14140,176,0,0,99419,0,0
dish_1558031628_rgb.png,dish,145098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,0,0,113679,0,0
dish_1558031675_rgb.png,dish,109264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8763,0,23,0,22783,0,0,0,122336,0,0
dish_1558032156_rgb.png,dish,163006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256,3724,0,0,90183,0,0
dish_1558109864_rgb.png,dish,138677,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,282,14904,0,0,108968,0,0
dish_1558109907_rgb.png,dish,112122,2,242,0,0,1165,1,0,0,0,0,0,0,0,0,0,0,58,0,0,6154,0,0,143425,0,0
dish_1558109945_rgb.png,dish,140613,0,0,0,0,59,0,0,0,0,0,328,748,0,0,0,0,523,0,268,1074,0,0,119556,0,0
dish_1558109986_rgb.png,dish,147047,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,8036,0,0,107706,0,0
dish_1558110245_rgb.png,dish,201105,0,0,0,0,7463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54595,5,0
dish_1558110297_rgb.png,dish,196689,0,0,0,0,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,58408,1,0
dish_1558110335_rgb.png,dish,205777,0,0,0,0,0,18,0,0,0,0,0,2280,0,0,0,0,0,0,3142,1162,0,0,50790,0,0
dish_1558110385_rgb.png,dish,215608,0,0,0,0,0,0,0,0,0,0,0,5496,0,0,0,0,7,0,819,0,0,0,41223,16,0
dish_1558110436_rgb.png,dish,214470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10412,605,0,0,37682,0,0
dish_1558110478_rgb.png,dish,148639,0,0,0,37,2635,0,0,0,0,0,0,3092,0,9,0,0,75,0,12269,18,0,0,96395,0,0
dish_1558113154_rgb.png,dish,210467,0,0,0,0,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0,0,43493,0,0
dish_1558113204_rgb.png,dish,211393,0,0,0,0,0,87,0,0,0,7,0,1257,0,0,0,0,0,0,155,7945,0,0,42325,0,0
dish_1558113255_rgb.png,dish,208708,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,2374,0,0,0,51742,0,0
dish_1558113304_rgb.png,dish,197513,0,0,0,0,0,0,0,0,0,2,0,342,0,0,0,0,0,0,6471,87,0,0,58754,0,0
dish_1558113430_rgb.png,dish,207435,5593,3394,8,0,2174,186,0,0,0,0,0,15,0,0,0,0,4990,0,0,1517,152,0,37705,0,0
dish_1558113477_rgb.png,dish,208474,0,52,8,0,220,2362,0,0,0,360,0,8454,0,0,0,0,118,0,26,387,0,0,42475,233,0
dish_1558113941_rgb.png,dish,165455,28733,0,0,1804,0,5238,0,0,0,23,13,4,0,0,0,0,0,0,1074,8725,0,13,52087,0,0
dish_1558114086_rgb.png,dish,205333,0,0,0,0,72,0,0,0,0,0,0,2546,0,0,0,0,677,0,3,2961,0,0,51577,0,0
dish_1558114145_rgb.png,dish,215211,0,0,0,0,5290,0,0,0,0,0,0,663,0,0,0,0,49,0,101,2400,0,0,39455,0,0
dish_1558114209_rgb.png,dish,218861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44308,0,0
dish_1558114284_rgb.png,dish,118190,4,27,0,0,1517,162,0,0,0,1057,4,4004,0,0,0,0,754,0,371,1180,0,0,135899,0,0
dish_1558114441_rgb.png,dish,210495,0,0,0,0,450,0,0,0,0,0,0,1,0,0,0,0,131,0,0,15726,0,0,36366,0,0
dish_1558114484_rgb.png,dish,215205,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7462,0,0,0,40487,0,0
dish_1558114523_rgb.png,dish,216986,0,0,0,0,0,0,0,0,0,182,0,3547,0,0,0,0,0,0,664,369,0,0,41421,0,0
dish_1558114569_rgb.png,dish,199598,0,0,0,0,4723,0,0,0,0,0,0,4,0,0,0,0,0,0,0,876,0,0,57968,0,0
dish_1558114609_rgb.png,dish,149628,0,0,0,0,1133,13,0,0,0,0,0,1,0,0,0,0,0,0,6239,26842,0,0,79313,0,0
dish_1558114875_rgb.png,dish,222616,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,7,0,569,0,0,0,39570,0,0
dish_1558114937_rgb.png,dish,239536,1486,0,0,739,2630,0,0,0,0,0,0,0,0,0,0,0,8075,0,0,0,0,0,10703,0,0
dish_1558115011_rgb.png,dish,200837,0,0,0,0,286,0,0,0,0,0,0,627,0,0,0,0,0,0,0,6329,0,0,55090,0,0
dish_1558115047_rgb.png,dish,112774,32689,42,23,2,4451,3435,0,0,0,72,297,3158,0,0,0,0,548,0,0,36,0,154,105488,0,0
dish_1558115169_rgb.png,dish,216394,0,0,0,0,22,0,0,0,0,0,0,1133,0,0,0,0,0,0,2202,365,0,0,43053,0,0
dish_1558115241_rgb.png,dish,216024,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,1442,0,102,0,0,0,44094,0,0
dish_1558115282_rgb.png,dish,211345,0,0,0,0,24,0,0,0,0,0,16,166,0,0,0,0,8,0,7,7764,0,0,43839,0,0
dish_1558115320_rgb.png,dish,208290,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,9919,0,0,44690,0,0
dish_1558115364_rgb.png,dish,83640,0,0,0,0,1906,2784,0,211,0,289,1453,972,0,0,3056,0,2370,0,163,3612,0,1237,161476,0,0
dish_1558115448_rgb.png,dish,214160,78,0,0,0,2430,3854,0,0,0,0,0,1026,0,0,0,0,0,0,0,2557,0,0,39064,0,0
dish_1558115512_rgb.png,dish,218658,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,14873,0,0,29001,0,0
dish_1558115601_rgb.png,dish,217105,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,0,169,0,400,4,0,0,43447,0,0
dish_1558115641_rgb.png,dish,106897,0,6646,0,0,6,0,4058,18,0,471,0,73,0,29,0,0,712,0,1253,0,0,0,143006,0,0
dish_1558115764_rgb.png,dish,222056,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,8506,938,0,0,31533,0,0
dish_1558115825_rgb.png,dish,214329,0,22,0,0,4276,0,0,0,0,0,0,433,0,0,0,0,99,0,0,1069,0,0,42941,0,0
dish_1558115867_rgb.png,dish,220913,0,0,0,0,456,0,0,0,0,0,0,1523,0,0,0,0,0,0,1048,385,0,0,38844,0,0
dish_1558115915_rgb.png,dish,208855,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,12,0,1918,6612,0,0,45595,0,0
dish_1558115960_rgb.png,dish,201156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640,246,0,0,54127,0,0
dish_1558116001_rgb.png,dish,110588,0,346,0,471,176,9703,1590,98,0,0,0,0,0,3,0,0,166,0,0,0,0,3432,136588,8,0
dish_1558116090_rgb.png,dish,208198,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,77,0,0,0,54848,0,0
dish_1558116146_rgb.png,dish,209114,0,0,0,0,2173,0,0,0,0,0,0,22,0,0,0,0,635,0,0,4088,0,0,47137,0,0
dish_1558116201_rgb.png,dish,215181,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14428,0,0,33028,0,0
dish_1558116260_rgb.png,dish,201507,0,0,0,0,0,0,0,0,0,0,0,8381,0,0,0,0,0,0,1115,1102,0,0,51064,0,0
