filename,dish_id,background,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces,food_containers,dining_tools,other_food
dish_1556572657_rgb.png,dish,166184,0,0,0,10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86018,0,0
dish_1556573514_rgb.png,dish,168001,21269,0,0,0,0,1825,42,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,71961,0,0
dish_1556575014_rgb.png,dish,167672,0,0,0,17914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77583,0,0
dish_1556575083_rgb.png,dish,167895,0,12217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83057,0,0
dish_1556575124_rgb.png,dish,168599,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81670,0,0
dish_1556575273_rgb.png,dish,165202,0,28226,0,12782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56959,0,0
dish_1556575327_rgb.png,dish,133840,0,25381,0,15772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88176,0,0
dish_1556575386_rgb.png,dish,111327,0,18624,0,13881,771,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,118522,0,0
dish_1556575446_rgb.png,dish,167782,0,23069,0,1384,9930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61004,0,0
dish_1556575499_rgb.png,dish,134091,0,29046,0,6270,4818,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88937,0,0
dish_1556575558_rgb.png,dish,109218,0,18895,0,11168,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123251,0,0
dish_1556575700_rgb.png,dish,135907,0,0,37,13317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113908,0,0
dish_1557853154_rgb.png,dish,216424,20,0,0,3560,667,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37060,0,0
dish_1557853229_rgb.png,dish,215774,0,9605,0,0,0,0,0,0,1681,0,0,645,246,914,347,0,0,8653,0,0,0,0,25304,0,0
dish_1557853314_rgb.png,dish,215780,0,0,18305,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,29014,0,0
dish_1557853429_rgb.png,dish,162668,72,2549,19180,0,0,5025,5484,0,12653,0,0,13,0,9723,0,0,0,0,0,0,0,0,45802,0,0
dish_1557861216_rgb.png,dish,160380,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,102731,0,0
dish_1557861605_rgb.png,dish,218970,2979,0,0,54,0,288,1307,0,0,0,0,2529,0,0,0,0,0,0,0,0,0,0,37042,0,0
dish_1557861697_rgb.png,dish,211696,922,8,0,11979,0,197,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,37706,0,0
dish_1557861795_rgb.png,dish,216305,15613,0,0,0,0,0,2609,0,0,0,0,101,0,0,0,0,0,396,0,0,0,0,28145,0,0
dish_1557861837_rgb.png,dish,165333,16454,2032,0,12015,0,625,5466,0,0,0,0,1137,0,0,0,0,0,0,0,0,0,0,60107,0,0
dish_1557862345_rgb.png,dish,216669,0,0,140,21,0,0,16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30306,0,0
dish_1557862696_rgb.png,dish,216224,0,19511,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,27172,0,0
dish_1557862738_rgb.png,dish,217942,0,0,0,0,0,20708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24519,0,0
dish_1557862783_rgb.png,dish,159293,274,18311,0,0,0,25453,6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52895,0,0
dish_1557862829_rgb.png,dish,214193,33535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15441,0,0
dish_1557863012_rgb.png,dish,217100,0,0,0,13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32351,0,0
dish_1557863056_rgb.png,dish,217435,0,0,0,12548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33186,0,0
dish_1557863104_rgb.png,dish,215858,0,0,0,14574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32737,0,0
dish_1557863170_rgb.png,dish,158757,39038,0,0,16823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48551,0,0
dish_1557936555_rgb.png,dish,168504,0,6415,0,0,0,0,0,0,14499,0,0,0,0,1480,0,0,0,0,0,0,0,0,72271,0,0
dish_1557936599_rgb.png,dish,168523,0,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74452,0,0
dish_1557936645_rgb.png,dish,168858,0,3,2139,240,3971,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85744,0,0
dish_1557937037_rgb.png,dish,168882,0,0,0,0,12940,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81316,0,0
dish_1557937079_rgb.png,dish,171005,174,0,7,2,0,16220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75761,0,0
dish_1557937157_rgb.png,dish,96580,0,20458,0,0,15043,20907,0,0,23324,0,0,0,0,0,0,0,0,0,0,0,0,0,86857,0,0
dish_1557937335_rgb.png,dish,168493,0,0,9780,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84880,0,0
dish_1557937427_rgb.png,dish,167716,0,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87557,0,0
dish_1557937574_rgb.png,dish,167592,0,11,0,74,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92412,0,0
dish_1557937615_rgb.png,dish,167989,0,0,0,0,5398,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89778,2,0
dish_1557937715_rgb.png,dish,167972,21,0,2,243,7784,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86615,0,0
dish_1557937758_rgb.png,dish,102749,0,67,6192,0,18024,888,0,0,5517,0,0,0,0,3735,0,0,0,0,0,0,0,0,125997,0,0
dish_1558026623_rgb.png,dish,166396,0,0,0,1,17341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79431,0,0
dish_1558026684_rgb.png,dish,166724,0,0,0,0,13342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83103,0,0
dish_1558026714_rgb.png,dish,166038,0,0,5,0,0,17957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79169,0,0
dish_1558026756_rgb.png,dish,130503,0,0,2528,0,27145,16897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86096,0,0
dish_1558027001_rgb.png,dish,167141,0,0,1,0,16417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79610,0,0
dish_1558027057_rgb.png,dish,167045,0,0,11796,0,0,2,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,84164,0,0
dish_1558027164_rgb.png,dish,166492,2,0,0,0,0,19905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76770,0,0
dish_1558027243_rgb.png,dish,130872,0,0,12805,0,12662,19746,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,86393,0,0
dish_1558028007_rgb.png,dish,166664,0,0,389,0,1680,0,0,0,0,0,0,0,0,10879,0,0,0,0,0,0,0,0,83557,0,0
