filename,dish_id,background,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces,food_containers,dining_tools,other_food
dish_1556572657_rgb.png,dish,167300,0,0,0,10907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84962,0,0
dish_1556573514_rgb.png,dish,167266,22801,0,503,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72294,0,0
dish_1556575014_rgb.png,dish,167447,0,0,0,18980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76742,0,0
dish_1556575083_rgb.png,dish,167695,0,10733,0,218,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84472,0,0
dish_1556575124_rgb.png,dish,168331,0,12303,0,345,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82186,0,0
dish_1556575273_rgb.png,dish,164967,0,27718,0,9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60840,0,0
dish_1556575327_rgb.png,dish,133731,0,25035,0,16673,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87683,0,0
dish_1556575386_rgb.png,dish,111417,0,18011,0,4434,152,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,129082,0,0
dish_1556575446_rgb.png,dish,167366,0,20686,0,13815,320,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60929,0,0
dish_1556575499_rgb.png,dish,133966,0,25275,0,10054,909,55,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,92895,0,0
dish_1556575558_rgb.png,dish,108994,0,18018,0,3633,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132372,0,0
dish_1556575700_rgb.png,dish,135946,0,0,0,13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113480,0,0
dish_1557853154_rgb.png,dish,217242,0,0,7,6402,566,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38026,1,0
dish_1557853229_rgb.png,dish,216132,0,0,0,0,0,0,0,0,1,0,0,0,1777,689,968,0,0,19224,0,0,0,0,24378,0,0
dish_1557853314_rgb.png,dish,214493,0,0,11503,0,1689,1224,0,0,0,0,0,0,0,1405,0,0,0,53,0,0,0,0,32802,0,0
dish_1557853429_rgb.png,dish,162180,51,6073,19676,110,1206,1915,973,0,11288,0,0,0,0,12265,0,0,0,0,0,0,0,35,47397,0,0
dish_1557861216_rgb.png,dish,161393,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,98824,2334,0
dish_1557861605_rgb.png,dish,218404,3600,246,0,739,0,136,598,0,0,0,0,1866,0,0,0,0,0,0,0,0,0,0,37580,0,0
dish_1557861697_rgb.png,dish,213268,110,687,0,9049,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38747,0,0
dish_1557861795_rgb.png,dish,216438,15611,144,0,0,0,0,2463,0,0,0,0,149,0,0,0,0,0,504,0,0,0,0,27860,0,0
dish_1557861837_rgb.png,dish,164888,14489,4183,2,11353,0,987,2865,0,5,0,0,517,0,0,0,0,0,201,0,0,0,0,63679,0,0
dish_1557862345_rgb.png,dish,216509,5,0,1680,57,0,0,14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30688,0,0
dish_1557862696_rgb.png,dish,216514,0,19470,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,27030,0,0
dish_1557862738_rgb.png,dish,217539,0,0,0,514,0,17617,1325,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,25907,0,0
dish_1557862783_rgb.png,dish,158892,0,27714,6423,276,0,10813,1816,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,56788,0,0
dish_1557862829_rgb.png,dish,212474,31333,0,2741,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16405,0,0
dish_1557863012_rgb.png,dish,217157,0,0,0,14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31672,0,0
dish_1557863056_rgb.png,dish,217388,0,0,0,13219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32562,0,0
dish_1557863104_rgb.png,dish,215482,0,0,0,14723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32964,0,0
dish_1557863170_rgb.png,dish,159076,18979,792,7765,25568,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50975,0,0
dish_1557936555_rgb.png,dish,168377,0,4334,0,0,0,0,0,0,9108,0,0,0,0,9128,0,0,0,0,0,0,0,0,72222,0,0
dish_1557936599_rgb.png,dish,168242,0,17434,0,0,325,2624,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,74524,0,0
dish_1557936645_rgb.png,dish,168436,0,0,3923,1,3011,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87080,0,0
dish_1557937037_rgb.png,dish,168362,0,0,7127,0,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82694,1,0
dish_1557937079_rgb.png,dish,171568,281,0,1137,551,0,13609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76023,0,0
